data__id,data__name,data__league_id,data__is_current_season,data__current_round_id,data__current_stage_id,data__fixtures__data__id,data__fixtures__data__league_id,data__fixtures__data__season_id,data__fixtures__data__stage_id,data__fixtures__data__round_id,,,data__fixtures__data__venue_id,data__fixtures__data__referee_id,data__fixtures__data__localteam_id,data__fixtures__data__visitorteam_id,data__fixtures__data__winner_team_id,data__fixtures__data__weather_report,data__fixtures__data__weather_report__code,data__fixtures__data__weather_report__type,data__fixtures__data__weather_report__icon,data__fixtures__data__weather_report__temperature__temp,data__fixtures__data__weather_report__temperature__unit,data__fixtures__data__weather_report__temperature_celcius__temp,data__fixtures__data__weather_report__temperature_celcius__unit,data__fixtures__data__weather_report__clouds,data__fixtures__data__weather_report__humidity,data__fixtures__data__weather_report__pressure,data__fixtures__data__weather_report__wind__speed,data__fixtures__data__weather_report__wind__degree,data__fixtures__data__weather_report__coordinates__lat,data__fixtures__data__weather_report__coordinates__lon,data__fixtures__data__weather_report__updated_at,data__fixtures__data__commentaries,data__fixtures__data__attendance,data__fixtures__data__pitch,data__fixtures__data__details,data__fixtures__data__neutral_venue,data__fixtures__data__winning_odds_calculated,data__fixtures__data__formations__localteam_formation,data__fixtures__data__formations__visitorteam_formation,data__fixtures__data__scores__localteam_score,data__fixtures__data__scores__visitorteam_score,data__fixtures__data__scores__localteam_pen_score,data__fixtures__data__scores__visitorteam_pen_score,data__fixtures__data__scores__ht_score,data__fixtures__data__scores__ft_score,data__fixtures__data__scores__et_score,data__fixtures__data__scores__ps_score,data__fixtures__data__time__status,data__fixtures__data__time__starting_at__date_time,data__fixtures__data__time__starting_at__date,data__fixtures__data__time__starting_at__time,data__fixtures__data__time__starting_at__timestamp,data__fixtures__data__time__starting_at__timezone,data__fixtures__data__time__minute,data__fixtures__data__time__second,data__fixtures__data__time__added_time,data__fixtures__data__time__extra_minute,data__fixtures__data__time__injury_time,data__fixtures__data__coaches__localteam_coach_id,data__fixtures__data__coaches__visitorteam_coach_id,data__fixtures__data__standings__localteam_position,data__fixtures__data__standings__visitorteam_position,data__fixtures__data__assistants__first_assistant_id,data__fixtures__data__assistants__second_assistant_id,data__fixtures__data__assistants__fourth_official_id,data__fixtures__data__leg,data__fixtures__data__colors,data__fixtures__data__colors__|,data__fixtures__data__colors__|__color,data__fixtures__data__colors__|__kit_colors,data__fixtures__data__deleted,,
,,,,,,11867455,8,16036,77443862,169674,,,214,null,1,13,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,18/01/2020 15:00,18/01/2020,15:00:00,1579359600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867456,8,16036,77443862,169675,,,146,null,52,78,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/01/2020 19:30,21/01/2020,19:30:00,1579635000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867457,8,16036,77443862,169675,,,5,null,15,25,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/01/2020 19:30,21/01/2020,19:30:00,1579635000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867458,8,16036,77443862,169675,,,12,null,13,20,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/01/2020 19:30,21/01/2020,19:30:00,1579635000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867459,8,16036,77443862,169675,,,117,null,42,1,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/01/2020 19:30,22/01/2020,19:30:00,1579721400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867460,8,16036,77443862,169675,,,2,null,21,9,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/01/2020 19:30,21/01/2020,19:30:00,1579635000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867461,8,16036,77443862,169675,,,492,null,29,8,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,23/01/2020 20:00,23/01/2020,20:00:00,1579809600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867462,8,16036,77443862,169675,,,206,null,14,27,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/01/2020 20:15,22/01/2020,20:15:00,1579724100,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867463,8,16036,77443862,169675,,,321614,null,18,19,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/01/2020 20:15,21/01/2020,20:15:00,1579637700,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867464,8,16036,77443862,169675,,,281313,null,6,33,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/01/2020 19:30,22/01/2020,19:30:00,1579721400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867465,8,16036,77443862,169675,,,201,null,51,65,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/01/2020 19:30,21/01/2020,19:30:00,1579635000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867466,8,16036,77443862,169676,,,146,null,52,15,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/02/2020 15:00,01/02/2020,15:00:00,1580569200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867467,8,16036,77443862,169676,,,200,null,27,19,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/02/2020 15:00,01/02/2020,15:00:00,1580569200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867468,8,16036,77443862,169676,,,201,null,51,21,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/02/2020 15:00,01/02/2020,15:00:00,1580569200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867469,8,16036,77443862,169676,,,117,null,42,18,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/02/2020 15:00,01/02/2020,15:00:00,1580569200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867470,8,16036,77443862,169676,,,230,null,8,65,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/02/2020 15:00,01/02/2020,15:00:00,1580569200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867471,8,16036,77443862,169676,,,206,null,14,29,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/02/2020 15:00,01/02/2020,15:00:00,1580569200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867472,8,16036,77443862,169676,,,449,null,20,33,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/02/2020 15:00,01/02/2020,15:00:00,1580569200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867473,8,16036,77443862,169676,,,281313,null,6,9,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/02/2020 15:00,01/02/2020,15:00:00,1580569200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867474,8,16036,77443862,169676,,,149,null,25,13,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/02/2020 15:00,01/02/2020,15:00:00,1580569200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867475,8,16036,77443862,169676,,,214,null,1,78,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/02/2020 15:00,01/02/2020,15:00:00,1580569200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867476,8,16036,77443862,169677,,,204,null,19,20,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/02/2020 15:00,08/02/2020,15:00:00,1581174000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867477,8,16036,77443862,169677,,,5,null,15,6,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/02/2020 15:00,08/02/2020,15:00:00,1581174000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867478,8,16036,77443862,169677,,,480,null,78,25,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/02/2020 15:00,08/02/2020,15:00:00,1581174000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867479,8,16036,77443862,169677,,,321614,null,18,14,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/02/2020 15:00,08/02/2020,15:00:00,1581174000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867480,8,16036,77443862,169677,,,12,null,13,51,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/02/2020 15:00,08/02/2020,15:00:00,1581174000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867481,8,16036,77443862,169677,,,151,null,9,1,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/02/2020 15:00,08/02/2020,15:00:00,1581174000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867482,8,16036,77443862,169677,,,489,null,33,8,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/02/2020 15:00,08/02/2020,15:00:00,1581174000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867483,8,16036,77443862,169677,,,2,null,21,52,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/02/2020 15:00,08/02/2020,15:00:00,1581174000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867484,8,16036,77443862,169677,,,167,null,65,27,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/02/2020 15:00,08/02/2020,15:00:00,1581174000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867485,8,16036,77443862,169677,,,492,null,29,42,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/02/2020 15:00,08/02/2020,15:00:00,1581174000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867486,8,16036,77443862,169678,,,204,null,19,13,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/02/2020 15:00,22/02/2020,15:00:00,1582383600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867487,8,16036,77443862,169678,,,200,null,27,52,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/02/2020 15:00,22/02/2020,15:00:00,1582383600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867488,8,16036,77443862,169678,,,321614,null,18,6,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/02/2020 15:00,22/02/2020,15:00:00,1582383600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867489,8,16036,77443862,169678,,,201,null,51,20,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/02/2020 15:00,22/02/2020,15:00:00,1582383600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867490,8,16036,77443862,169678,,,117,null,42,9,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/02/2020 15:00,22/02/2020,15:00:00,1582383600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867491,8,16036,77443862,169678,,,230,null,8,1,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/02/2020 15:00,22/02/2020,15:00:00,1582383600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867492,8,16036,77443862,169678,,,206,null,14,25,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/02/2020 15:00,22/02/2020,15:00:00,1582383600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867493,8,16036,77443862,169678,,,2,null,21,78,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/02/2020 15:00,22/02/2020,15:00:00,1582383600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867494,8,16036,77443862,169678,,,167,null,65,15,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/02/2020 15:00,22/02/2020,15:00:00,1582383600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867495,8,16036,77443862,169678,,,492,null,29,33,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/02/2020 15:00,22/02/2020,15:00:00,1582383600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867496,8,16036,77443862,169679,,,146,null,52,18,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/02/2020 15:00,29/02/2020,15:00:00,1582988400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867497,8,16036,77443862,169679,,,5,null,15,21,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/02/2020 15:00,29/02/2020,15:00:00,1582988400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867498,8,16036,77443862,169679,,,480,null,78,51,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/02/2020 15:00,29/02/2020,15:00:00,1582988400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867499,8,16036,77443862,169679,,,12,null,13,14,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/02/2020 15:00,29/02/2020,15:00:00,1582988400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867500,8,16036,77443862,169679,,,151,null,9,19,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/02/2020 15:00,29/02/2020,15:00:00,1582988400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867501,8,16036,77443862,169679,,,449,null,20,27,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/02/2020 15:00,29/02/2020,15:00:00,1582988400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867502,8,16036,77443862,169679,,,489,null,33,42,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/02/2020 15:00,29/02/2020,15:00:00,1582988400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867503,8,16036,77443862,169679,,,281313,null,6,29,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/02/2020 15:00,29/02/2020,15:00:00,1582988400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867504,8,16036,77443862,169679,,,149,null,25,8,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/02/2020 15:00,29/02/2020,15:00:00,1582988400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867505,8,16036,77443862,169679,,,214,null,1,65,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/02/2020 15:00,29/02/2020,15:00:00,1582988400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867506,8,16036,77443862,169680,,,204,null,19,1,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/03/2020 15:00,07/03/2020,15:00:00,1583593200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867507,8,16036,77443862,169680,,,200,null,27,6,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/03/2020 15:00,07/03/2020,15:00:00,1583593200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867508,8,16036,77443862,169680,,,321614,null,18,13,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/03/2020 15:00,07/03/2020,15:00:00,1583593200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867509,8,16036,77443862,169680,,,201,null,51,25,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/03/2020 15:00,07/03/2020,15:00:00,1583593200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867510,8,16036,77443862,169680,,,117,null,42,15,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/03/2020 15:00,07/03/2020,15:00:00,1583593200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867511,8,16036,77443862,169680,,,230,null,8,52,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/03/2020 15:00,07/03/2020,15:00:00,1583593200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867512,8,16036,77443862,169680,,,206,null,14,9,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/03/2020 15:00,07/03/2020,15:00:00,1583593200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867513,8,16036,77443862,169680,,,2,null,21,33,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/03/2020 15:00,07/03/2020,15:00:00,1583593200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867514,8,16036,77443862,169680,,,167,null,65,20,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/03/2020 15:00,07/03/2020,15:00:00,1583593200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867515,8,16036,77443862,169680,,,492,null,29,78,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/03/2020 15:00,07/03/2020,15:00:00,1583593200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867516,8,16036,77443862,169681,,,146,null,52,51,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/03/2020 15:00,14/03/2020,15:00:00,1584198000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867517,8,16036,77443862,169681,,,5,null,15,18,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/03/2020 15:00,14/03/2020,15:00:00,1584198000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867518,8,16036,77443862,169681,,,480,null,78,19,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/03/2020 15:00,14/03/2020,15:00:00,1584198000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867519,8,16036,77443862,169681,,,12,null,13,8,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/03/2020 15:00,14/03/2020,15:00:00,1584198000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867520,8,16036,77443862,169681,,,151,null,9,27,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/03/2020 15:00,14/03/2020,15:00:00,1584198000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867521,8,16036,77443862,169681,,,449,null,20,21,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/03/2020 15:00,14/03/2020,15:00:00,1584198000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867522,8,16036,77443862,169681,,,489,null,33,65,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/03/2020 15:00,14/03/2020,15:00:00,1584198000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867523,8,16036,77443862,169681,,,281313,null,6,14,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/03/2020 15:00,14/03/2020,15:00:00,1584198000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867524,8,16036,77443862,169681,,,149,null,25,42,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/03/2020 15:00,14/03/2020,15:00:00,1584198000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867525,8,16036,77443862,169681,,,214,null,1,29,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/03/2020 15:00,14/03/2020,15:00:00,1584198000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867526,8,16036,77443862,169682,,,200,null,27,25,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/03/2020 15:00,21/03/2020,15:00:00,1584802800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867527,8,16036,77443862,169682,,,321614,null,18,9,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/03/2020 15:00,21/03/2020,15:00:00,1584802800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867528,8,16036,77443862,169682,,,117,null,42,78,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/03/2020 15:00,21/03/2020,15:00:00,1584802800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867529,8,16036,77443862,169682,,,230,null,8,51,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/03/2020 15:00,21/03/2020,15:00:00,1584802800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
