data__id,data__name,data__league_id,data__is_current_season,data__current_round_id,data__current_stage_id,data__fixtures__data__id,data__fixtures__data__league_id,data__fixtures__data__season_id,data__fixtures__data__stage_id,data__fixtures__data__round_id,,,data__fixtures__data__venue_id,data__fixtures__data__referee_id,data__fixtures__data__localteam_id,data__fixtures__data__visitorteam_id,data__fixtures__data__winner_team_id,data__fixtures__data__weather_report,data__fixtures__data__weather_report__code,data__fixtures__data__weather_report__type,data__fixtures__data__weather_report__icon,data__fixtures__data__weather_report__temperature__temp,data__fixtures__data__weather_report__temperature__unit,data__fixtures__data__weather_report__temperature_celcius__temp,data__fixtures__data__weather_report__temperature_celcius__unit,data__fixtures__data__weather_report__clouds,data__fixtures__data__weather_report__humidity,data__fixtures__data__weather_report__pressure,data__fixtures__data__weather_report__wind__speed,data__fixtures__data__weather_report__wind__degree,data__fixtures__data__weather_report__coordinates__lat,data__fixtures__data__weather_report__coordinates__lon,data__fixtures__data__weather_report__updated_at,data__fixtures__data__commentaries,data__fixtures__data__attendance,data__fixtures__data__pitch,data__fixtures__data__details,data__fixtures__data__neutral_venue,data__fixtures__data__winning_odds_calculated,data__fixtures__data__formations__localteam_formation,data__fixtures__data__formations__visitorteam_formation,data__fixtures__data__scores__localteam_score,data__fixtures__data__scores__visitorteam_score,data__fixtures__data__scores__localteam_pen_score,data__fixtures__data__scores__visitorteam_pen_score,data__fixtures__data__scores__ht_score,data__fixtures__data__scores__ft_score,data__fixtures__data__scores__et_score,data__fixtures__data__scores__ps_score,data__fixtures__data__time__status,data__fixtures__data__time__starting_at__date_time,data__fixtures__data__time__starting_at__date,data__fixtures__data__time__starting_at__time,data__fixtures__data__time__starting_at__timestamp,data__fixtures__data__time__starting_at__timezone,data__fixtures__data__time__minute,data__fixtures__data__time__second,data__fixtures__data__time__added_time,data__fixtures__data__time__extra_minute,data__fixtures__data__time__injury_time,data__fixtures__data__coaches__localteam_coach_id,data__fixtures__data__coaches__visitorteam_coach_id,data__fixtures__data__standings__localteam_position,data__fixtures__data__standings__visitorteam_position,data__fixtures__data__assistants__first_assistant_id,data__fixtures__data__assistants__second_assistant_id,data__fixtures__data__assistants__fourth_official_id,data__fixtures__data__leg,data__fixtures__data__colors,data__fixtures__data__colors__|,data__fixtures__data__colors__|__color,data__fixtures__data__colors__|__kit_colors,data__fixtures__data__deleted,,
,,,,,,11867304,8,16036,77443862,169659,,,149,14533,25,21,null,,clouds,broken clouds,https://cdn.sportmonks.com/images/weather/04d.png,58.84,fahrenheit,14.9,celcius,75%,63%,1014,5.82 m/s,140,51.66,-0.4,2019-10-05T15:45:06.369082Z,TRUE,20811,null,null,FALSE,TRUE,05/03/2002,03/05/2002,0,0,null,null,0-0,0-0,null,null,FT,05/10/2019 14:00,05/10/2019,14:00:00,1570284000,UTC,90,null,null,null,null,455821,455400,20,12,12712,12146,14813,01-Jan,,localteam,#FBED32,"#FBED32,#0A0A0A,#FFDF1B,#FFDF1B,#5C8FAE,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,#F0F0F0,"#F0F0F0,#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#0046A8,#F0F0F0",,,
,,,,,,11867305,8,16036,77443862,169659,,,214,15273,1,51,51,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02n.png,55.74,fahrenheit,13.2,celcius,20%,76%,1015,10.29 m/s,100,51.51,-0.13,2019-10-05T18:15:02.166834Z,TRUE,59912,null,null,FALSE,TRUE,4-1-4-1,04/05/2001,1,2,null,null,0-0,01-Feb,null,null,FT,05/10/2019 16:30,05/10/2019,16:30:00,1570293000,UTC,90,null,null,null,null,523898,4592176,5,9,12767,12794,14814,01-Jan,,localteam,#832034,"#C0D6FE,#C0D6FE,#832034,#832034,#999999,#888888,#832034",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867306,8,16036,77443862,169660,,,146,15270,52,33,null,,clouds,scattered clouds,https://cdn.sportmonks.com/images/weather/03d.png,55.85,fahrenheit,13.3,celcius,40%,62%,1002,6.93 m/s,290,50.72,-1.88,2019-10-19T15:45:06.500609Z,TRUE,10669,null,null,FALSE,TRUE,04/04/2002,4-1-4-1,0,0,null,null,0-0,0-0,null,null,FT,19/10/2019 14:00,19/10/2019,14:00:00,1571493600,UTC,90,null,4,null,4,523911,460535,10,19,12019,12018,13674,01-Jan,,localteam,#C40010,"#C40010,#0A0A0A,#5B0623,#0A0A0A,#5C8FAE,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,#FFDF1B,"#FBED32,#FBED32,#FBED32,#316F37,#999999,#888888,#316F37",,,
,,,,,,11867307,8,16036,77443862,169660,,,5,11691,15,78,15,,rain,moderate rain,https://cdn.sportmonks.com/images/weather/10d.png,59.43,fahrenheit,15.2,celcius,90%,100%,1012,10.29 m/s,20,33.52,-86.8,2019-10-19T15:45:06.576284Z,TRUE,41826,null,null,FALSE,TRUE,04/03/2003,04/04/2002,2,1,null,null,01-Jan,02-Jan,null,null,FT,19/10/2019 14:00,19/10/2019,14:00:00,1571493600,UTC,90,20,4,null,119,524237,452683,15,14,12767,12715,11695,01-Jan,,localteam,#940014,"#79ADE2,#832034,#832034,#832034,#0A0A0A,#888888,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867308,8,16036,77443862,169660,,,321614,14533,18,20,18,,rain,light rain,https://cdn.sportmonks.com/images/weather/10d.png,56.8,fahrenheit,13.8,celcius,75%,67%,1001,11.41 m/s,260,51.51,-0.13,2019-10-19T15:45:06.691540Z,TRUE,40513,null,null,FALSE,TRUE,04/03/2003,05/04/2001,1,0,null,null,0-0,1-0,null,null,FT,19/10/2019 14:00,19/10/2019,14:00:00,1571493600,UTC,90,null,3,null,3,95,455377,5,16,12085,12712,14805,01-Jan,,localteam,#1544B8,"#1544B8,#1544B8,#183690,#183690,#183690,#183690,#1544B8",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867309,8,16036,77443862,169660,,,201,14532,51,9,9,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01n.png,49.62,fahrenheit,9.8,celcius,0%,76%,1002,3.36 m/s,260,51.51,-0.13,2019-10-19T18:15:02.923385Z,TRUE,25480,null,null,FALSE,TRUE,04/05/2001,04/03/2003,0,2,null,null,0-2,0-2,null,null,FT,19/10/2019 16:30,19/10/2019,16:30:00,1571502600,UTC,90,null,3,null,3,4592176,455361,6,2,12794,12798,14813,01-Jan,,localteam,#0046A8,"#C40010,#0046A8,#C40010,#C40010,#999999,#888888,#0046A8",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867310,8,16036,77443862,169660,,,12,15294,13,1,13,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,53.24,fahrenheit,11.8,celcius,75%,93%,999,8.05 m/s,280,53.41,-2.98,2019-10-19T13:15:05.439116Z,TRUE,39263,null,null,FALSE,TRUE,4-2-3-1,4-1-4-1,2,0,null,null,1-0,2-0,null,null,FT,19/10/2019 11:30,19/10/2019,11:30:00,1571484600,UTC,90,null,4,null,4,455424,523898,18,8,12769,12087,14812,01-Jan,,localteam,#0046A8,"#0046A8,#0046A8,#0046A8,#0046FF,#0E388C,#0E388C,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867311,8,16036,77443862,169660,,,117,13533,42,27,42,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,53.8,fahrenheit,12.1,celcius,40%,81%,1000,8.05 m/s,280,52.64,-1.13,2019-10-19T15:45:06.792669Z,TRUE,32150,null,null,FALSE,TRUE,4-1-4-1,04/04/2002,2,1,null,null,01-Jan,02-Jan,null,null,FT,19/10/2019 14:00,19/10/2019,14:00:00,1571493600,UTC,90,null,4,null,4,896460,455461,4,7,12025,12245,14978,01-Jan,,localteam,#0046A8,"#0046A8,#0046A8,#F0F0F0,#F0F0F0,#C40010,#0046A8,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867312,8,16036,77443862,169660,,,206,15269,14,8,null,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09n.png,49.57,fahrenheit,9.8,celcius,75%,76%,1015,12.75 m/s,20,53.48,-2.24,2019-10-20T17:15:05.130665Z,TRUE,73737,null,null,FALSE,TRUE,3-4-1-2,04/03/2003,1,1,null,null,1-0,01-Jan,null,null,FT,20/10/2019 15:30,20/10/2019,15:30:00,1571585400,UTC,90,null,5,null,6,524307,455353,14,1,12026,12083,13533,01-Jan,,localteam,#D50619,"#C40010,#C40010,#C40010,#C40010,#A70000,#A70000,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867313,8,16036,77443862,169660,,,2,15241,21,19,21,,clouds,broken clouds,https://cdn.sportmonks.com/images/weather/04n.png,46.15,fahrenheit,7.9,celcius,75%,87%,1023,2.24 m/s,null,53.38,-1.47,2019-10-21T20:45:01.788056Z,TRUE,30775,null,null,FALSE,TRUE,03/05/2002,4-2-3-1,1,0,null,null,1-0,1-0,null,null,FT,21/10/2019 19:00,21/10/2019,19:00:00,1571684400,UTC,90,null,5,null,5,455400,455907,15,5,33340,14665,14663,01-Jan,,localteam,#C40010,"#C40010,#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867314,8,16036,77443862,169660,,,281313,14808,6,25,null,,rain,light rain,https://cdn.sportmonks.com/images/weather/10d.png,56.8,fahrenheit,13.8,celcius,75%,67%,1001,11.41 m/s,260,51.51,-0.13,2019-10-19T15:45:06.753173Z,TRUE,58754,null,null,FALSE,TRUE,3-4-2-1,05/03/2002,1,1,null,null,0-1,01-Jan,null,null,FT,19/10/2019 14:00,19/10/2019,14:00:00,1571493600,UTC,90,null,4,null,3,455358,455821,9,20,13551,17242,14012,01-Jan,,localteam,#F0F0F0,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#EEEEEE,#EEEEEE,#022857",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867315,8,16036,77443862,169660,,,492,14814,29,65,null,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,53.33,fahrenheit,11.9,celcius,40%,81%,1000,5.82 m/s,260,52.58,-2.13,2019-10-19T15:45:06.883998Z,TRUE,30915,null,null,FALSE,TRUE,03/05/2002,3-4-2-1,1,1,null,null,0-0,01-Jan,null,null,FT,19/10/2019 14:00,19/10/2019,14:00:00,1571493600,UTC,90,null,3,null,3,455991,524297,11,17,12090,12146,14829,01-Jan,,localteam,#FDBD0F,"#FDBD0F,#FDBD0F,#FDBD0F,#FDBD0F,#FDBD0F,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867316,8,16036,77443862,169661,,,204,15269,19,51,null,,clouds,scattered clouds,https://cdn.sportmonks.com/images/weather/03n.png,43.16,fahrenheit,6.2,celcius,39%,81%,1025,3.36 m/s,320,51.51,-0.13,2019-10-27T18:15:02.811767Z,TRUE,60345,null,null,FALSE,TRUE,04/04/2002,04/05/2001,2,2,null,null,02-Jan,02-Feb,null,null,FT,27/10/2019 16:30,27/10/2019,16:30:00,1572193800,UTC,90,null,null,null,null,455907,4592176,5,6,12026,12146,14813,01-Jan,,localteam,#C40010,"#F0F0F0,#C40010,#C40010,#F0F0F0,#999999,#888888,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,#262626,"#262626,#262626,#C40010,#0046A8,#262626,#0046A8,#262626",,,
,,,,,,11867317,8,16036,77443862,169661,,,480,14661,78,13,78,,rain,moderate rain,https://cdn.sportmonks.com/images/weather/10d.png,59.22,fahrenheit,15.1,celcius,40%,100%,1007,23.04 m/s,210,50.86,-0.08,2019-10-26T15:45:08.099641Z,TRUE,30529,null,null,FALSE,TRUE,04/04/2002,4-2-3-1,3,2,null,null,01-Jan,03-Feb,null,null,FT,26/10/2019 14:00,26/10/2019,14:00:00,1572098400,UTC,90,null,null,null,null,452683,455424,16,15,12245,12091,15835,01-Jan,,localteam,#002B87,"#002B87,#F0F0F0,#5B0623,#0A0A0A,#5C8FAE,#FFDF1B,#002B87",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867318,8,16036,77443862,169661,,,200,15273,27,18,18,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02n.png,40.82,fahrenheit,4.9,celcius,20%,93%,1009,6.93 m/s,250,53.79,-2.24,2019-10-26T18:15:03.208414Z,TRUE,20975,null,null,FALSE,TRUE,04/04/2002,4-2-3-1,2,4,null,null,0-2,02-Apr,null,null,FT,26/10/2019 16:30,26/10/2019,16:30:00,1572107400,UTC,90,null,null,null,null,455461,95,8,4,12767,12769,14808,01-Jan,,localteam,#881319,"#79ADE2,#881319,#881319,#79ADE2,#5C8FAE,#FFDF1B,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867319,8,16036,77443862,169661,,,230,14532,8,6,8,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02n.png,45.19,fahrenheit,7.3,celcius,20%,87%,1025,5.82 m/s,280,53.41,-2.98,2019-10-27T18:15:02.857548Z,TRUE,53222,null,null,FALSE,TRUE,04/03/2003,04/03/2003,2,1,null,null,0-1,02-Jan,null,null,FT,27/10/2019 16:30,27/10/2019,16:30:00,1572193800,UTC,90,null,null,null,null,455353,455358,1,10,12794,12798,15241,01-Jan,,localteam,#C40010,"#C40010,#C40010,#C40010,#C40010,#A71212,#A71212,#C40010",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867320,8,16036,77443862,169661,,,151,13529,9,15,9,,rain,light rain,https://cdn.sportmonks.com/images/weather/10d.png,47.03,fahrenheit,8.4,celcius,75%,76%,1024,8.05 m/s,320,43,-71.45,2019-10-26T13:15:05.059822Z,TRUE,54506,null,null,FALSE,TRUE,04/03/2003,4-1-4-1,3,0,null,null,0-0,3-0,null,null,FT,26/10/2019 11:30,26/10/2019,11:30:00,1572089400,UTC,90,null,null,null,null,455361,524237,3,12,12096,12087,14532,01-Jan,,localteam,#79ADE2,"#79ADE2,#79ADE2,#79ADE2,#79ADE2,#C40010,#0046A8,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867321,8,16036,77443862,169661,,,449,15242,20,29,null,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02d.png,49.89,fahrenheit,9.9,celcius,20%,71%,1021,10.29 m/s,280,54.98,-1.61,2019-10-27T15:45:03.090057Z,TRUE,46019,null,null,FALSE,TRUE,05/04/2001,03/05/2002,1,1,null,null,1-0,01-Jan,null,null,FT,27/10/2019 14:00,27/10/2019,14:00:00,1572184800,UTC,90,null,null,null,null,455377,455991,17,13,12019,12711,14663,01-Jan,,localteam,#0A0A0A,"#0A0A0A,#F0F0F0,#BBBBBB,#AAAAAA,#999999,#888888,#191911",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867322,8,16036,77443862,169661,,,489,15835,33,14,14,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02n.png,44.56,fahrenheit,7,celcius,20%,81%,1024,6.93 m/s,270,52.63,1.29,2019-10-27T18:15:02.854384Z,TRUE,27108,null,null,FALSE,TRUE,4-1-4-1,4-2-3-1,1,3,null,null,0-2,01-Mar,null,null,FT,27/10/2019 16:30,27/10/2019,16:30:00,1572193800,UTC,90,null,null,null,null,460535,524307,19,15,12083,12799,14659,01-Jan,,localteam,#FFDF1B,"#FBED32,#FBED32,#FBED32,#316F37,#999999,#888888,#316F37",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867323,8,16036,77443862,169661,,,167,14533,65,42,42,,drizzle,drizzle rain,https://cdn.sportmonks.com/images/weather/09n.png,58.32,fahrenheit,14.6,celcius,75%,93%,1009,24.16 m/s,200,50.9,-1.4,2019-10-25T20:45:01.987321Z,TRUE,28762,null,null,FALSE,TRUE,03/05/2002,4-1-4-1,0,9,null,null,0-5,0-9,null,null,FT,25/10/2019 19:00,25/10/2019,19:00:00,1572030000,UTC,90,null,null,null,null,524297,896460,17,3,12085,12712,14661,01-Jan,,localteam,#C40010,"#C40010,#F0F0F0,#C40010,#C40010,#A10C12,#A10C12,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867324,8,16036,77443862,169661,,,149,15241,25,52,null,,drizzle,drizzle rain,https://cdn.sportmonks.com/images/weather/09d.png,56.57,fahrenheit,13.7,celcius,90%,100%,1004,12.75 m/s,220,51.66,-0.4,2019-10-26T15:45:08.067027Z,TRUE,20821,null,null,FALSE,TRUE,05/03/2002,04/04/2002,0,0,null,null,0-0,0-0,null,null,FT,26/10/2019 14:00,26/10/2019,14:00:00,1572098400,UTC,90,null,null,null,null,455821,523911,20,10,12090,33340,13574,01-Jan,,localteam,#FBED32,"#FBED32,#0A0A0A,#FFDF1B,#FFDF1B,#5C8FAE,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,#D6003D,"#D6003D,#262626,#D8487E,#D8487E,#C40010,#0046A8,#F0F0F0",,,
,,,,,,11867325,8,16036,77443862,169661,,,214,11691,1,21,null,,rain,light rain,https://cdn.sportmonks.com/images/weather/10d.png,58.3,fahrenheit,14.6,celcius,90%,87%,1005,12.75 m/s,230,51.51,-0.13,2019-10-26T15:45:08.082137Z,TRUE,59878,null,null,FALSE,TRUE,4-1-4-1,03/05/2002,1,1,null,null,1-0,01-Jan,null,null,FT,26/10/2019 14:00,26/10/2019,14:00:00,1572098400,UTC,90,null,null,null,null,523898,455400,11,9,13551,17242,14878,01-Jan,,localteam,#832034,"#C0D6FE,#C0D6FE,#832034,#832034,#999999,#888888,#832034",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867326,8,16036,77443862,169662,,,380,14808,52,14,52,,rain,light rain,https://cdn.sportmonks.com/images/weather/10d.png,53.85,fahrenheit,12.1,celcius,75%,87%,979,21.92 m/s,250,50.72,-1.88,2019-11-02T14:15:04.358006Z,TRUE,10669,null,null,FALSE,TRUE,04/04/2002,4-2-3-1,1,0,null,null,1-0,1-0,null,null,FT,02/11/2019 12:30,02/11/2019,12:30:00,1572697800,UTC,90,null,null,null,null,523911,524307,9,7,17242,12083,13530,01-Jan,,localteam,#C40010,"#C40010,#0A0A0A,#5B0623,#0A0A0A,#5C8FAE,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867327,8,16036,77443862,169662,,,204,15273,19,29,null,,rain,light rain,https://cdn.sportmonks.com/images/weather/10n.png,52.45,fahrenheit,11.4,celcius,97%,82%,977,17.22 m/s,230,51.51,-0.13,2019-11-02T16:45:04.207399Z,TRUE,60383,null,null,FALSE,TRUE,4-3-1-2,03/04/2003,1,1,null,null,1-0,01-Jan,null,null,FT,02/11/2019 15:00,02/11/2019,15:00:00,1572706800,UTC,90,null,null,null,null,455907,455991,5,12,12767,12769,17237,01-Jan,,localteam,#C40010,"#F0F0F0,#C40010,#C40010,#F0F0F0,#999999,#888888,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867328,8,16036,77443862,169662,,,5,13533,15,8,8,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01d.png,52.9,fahrenheit,11.6,celcius,1%,54%,1026,6.93 m/s,10,33.52,-86.8,2019-11-02T16:45:04.359485Z,TRUE,41878,null,null,FALSE,TRUE,04/03/2003,04/03/2003,1,2,null,null,1-0,01-Feb,null,null,FT,02/11/2019 15:00,02/11/2019,15:00:00,1572706800,UTC,90,null,null,null,null,524237,455353,15,1,13551,12245,14812,01-Jan,,localteam,#940014,"#79ADE2,#832034,#832034,#832034,#0A0A0A,#888888,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867329,8,16036,77443862,169662,,,480,15242,78,33,78,,rain,light rain,https://cdn.sportmonks.com/images/weather/10n.png,52.86,fahrenheit,11.6,celcius,75%,87%,981,31.09 m/s,240,50.86,-0.08,2019-11-02T16:45:04.614943Z,TRUE,30539,null,null,FALSE,TRUE,04/04/2002,4-2-3-1,2,0,null,null,0-0,2-0,null,null,FT,02/11/2019 15:00,02/11/2019,15:00:00,1572706800,UTC,90,null,null,null,null,452683,460535,14,19,12019,12089,13545,01-Jan,,localteam,#002B87,"#002B87,#F0F0F0,#5B0623,#0A0A0A,#5C8FAE,#FFDF1B,#002B87",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867330,8,16036,77443862,169662,,,201,15294,51,42,42,,rain,light rain,https://cdn.sportmonks.com/images/weather/10d.png,51.89,fahrenheit,11.1,celcius,75%,81%,983,8.05 m/s,290,51.51,-0.13,2019-11-03T15:45:04.068819Z,TRUE,25480,null,null,FALSE,TRUE,04/05/2001,4-1-4-1,0,2,null,null,0-0,0-2,null,null,FT,03/11/2019 14:00,03/11/2019,14:00:00,1572789600,UTC,90,null,null,null,null,4592176,896460,9,4,12087,12090,13529,01-Jan,,localteam,#0046A8,"#C40010,#0046A8,#C40010,#C40010,#999999,#888888,#0046A8",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867331,8,16036,77443862,169662,,,12,15269,13,6,null,,rain,light intensity shower rain,https://cdn.sportmonks.com/images/weather/09n.png,48.04,fahrenheit,8.9,celcius,75%,100%,981,3.36 m/s,230,53.41,-2.98,2019-11-03T18:30:15.051643Z,TRUE,39001,null,null,FALSE,TRUE,4-1-4-1,4-2-3-1,1,1,null,null,0-0,01-Jan,null,null,FT,03/11/2019 16:30,03/11/2019,16:30:00,1572798600,UTC,90,null,null,null,null,455424,455358,17,13,12026,12146,11691,01-Jan,,localteam,#0046A8,"#0046A8,#0046A8,#0046A8,#0046FF,#0E388C,#0E388C,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867332,8,16036,77443862,169662,,,151,15270,9,65,9,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02d.png,46.38,fahrenheit,8,celcius,20%,48%,1022,5.82 m/s,140,43,-71.45,2019-11-02T16:45:04.673379Z,TRUE,53922,null,null,FALSE,TRUE,04/03/2003,05/03/2002,2,1,null,null,0-1,02-Jan,null,null,FT,02/11/2019 15:00,02/11/2019,15:00:00,1572706800,UTC,90,null,null,null,null,455361,524297,2,18,12711,12715,13573,01-Jan,,localteam,#79ADE2,"#79ADE2,#79ADE2,#79ADE2,#79ADE2,#C40010,#0046A8,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867333,8,16036,77443862,169662,,,2,14663,21,27,21,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09n.png,46.04,fahrenheit,7.8,celcius,40%,93%,974,11.41 m/s,250,53.38,-1.47,2019-11-02T16:45:04.755042Z,TRUE,31131,null,null,FALSE,TRUE,03/05/2002,04/04/2002,3,0,null,null,3-0,3-0,null,null,FT,02/11/2019 15:00,02/11/2019,15:00:00,1572706800,UTC,90,null,null,null,null,455400,455461,8,13,14665,65767,15268,01-Jan,,localteam,#C40010,"#C40010,#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867334,8,16036,77443862,169662,,,149,14532,25,18,18,,rain,light rain,https://cdn.sportmonks.com/images/weather/10n.png,50.61,fahrenheit,10.3,celcius,100%,87%,979,20.8 m/s,230,51.66,-0.4,2019-11-02T19:15:02.573568Z,TRUE,21011,null,null,FALSE,TRUE,05/03/2002,4-2-3-1,1,2,null,null,0-1,01-Feb,null,null,FT,02/11/2019 17:30,02/11/2019,17:30:00,1572715800,UTC,90,null,null,null,null,455821,95,20,4,12794,12798,11691,01-Jan,,localteam,#FBED32,"#FBED32,#0A0A0A,#FFDF1B,#FFDF1B,#5C8FAE,#FFDF1B,#0A0A0A",FALSE,,
